provider,step,source,endpoint,operation_id,function_name,intent_type,target_field,description,test_case_type,execution_result,failure_classification,is_duplicate
anthropic,3,anthropic/rule,POST /api/v2/verify-template,post_/api/v2/verify-template,test_post__api_v2_verify_template_missing_body_template_data,missing_required,template_data,[rule:missing_required] Omit required body field 'template_data'.,missing_required,pending,,False
anthropic,3,anthropic/rule,POST /api/v2/verify-template,post_/api/v2/verify-template,test_post__api_v2_verify_template_missing_body_user_id,missing_required,user_id,[rule:missing_required] Omit required body field 'user_id'.,missing_required,pending,,False
anthropic,3,anthropic/rule,POST /api/v2/verify-template,post_/api/v2/verify-template,test_post__api_v2_verify_template_wrong_type_body_user_id_strict,wrong_type,user_id_strict,[rule:wrong_type] Pass strict wrong type for body field 'user_id' (expected integer).,wrong_type,pending,,False
anthropic,3,anthropic/rule,POST /api/v2/verify-template,post_/api/v2/verify-template,test_post__api_v2_verify_template_wrong_type_body_user_id_coercible_1,wrong_type,user_id_coercible_1,[rule:wrong_type] Pass coercible_1 wrong type for body field 'user_id' (expected integer).,wrong_type,pending,,False
anthropic,3,anthropic/rule,POST /api/v2/verify-template,post_/api/v2/verify-template,test_post__api_v2_verify_template_wrong_type_body_user_id_coercible_0,wrong_type,user_id_coercible_0,[rule:wrong_type] Pass coercible_0 wrong type for body field 'user_id' (expected integer).,wrong_type,pending,,False
anthropic,3,anthropic/rule,POST /api/v2/verify-template,post_/api/v2/verify-template,test_post__api_v2_verify_template_boundary_body_user_id_example,unknown,,"[rule:boundary] body field 'user_id' = 12345 (example, policy=must_pass).",unknown,pending,,False
anthropic,3,anthropic/rule,POST /api/v2/verify-template,post_/api/v2/verify-template,test_post__api_v2_verify_template_boundary_body_user_id_below_example,unknown,,"[rule:boundary] body field 'user_id' = 12344 (below_example, policy=must_pass).",unknown,pending,,False
anthropic,3,anthropic/rule,POST /api/v2/verify-template,post_/api/v2/verify-template,test_post__api_v2_verify_template_boundary_body_user_id_above_example,unknown,,"[rule:boundary] body field 'user_id' = 12346 (above_example, policy=must_pass).",unknown,pending,,False
anthropic,3,anthropic/rule,GET /health,get_/health,test_get__health_positive,positive,,[rule:positive] Happy-path — valid request should succeed.,positive,pending,,False
anthropic,3,anthropic/rule,GET /stats,get_/stats,test_get__stats_positive,positive,,[rule:positive] Happy-path — valid request should succeed.,positive,pending,,False
